id;x1;x2;x3;x4;x5
315;2.762771687;3.84368703;3.692950182;0;18
219;2.422743786;4.352097977;3.254578686;1;45
686;2.485428434;4.092131737;5.008229433;1;32
39;2.880494865;3.641528684;2.556691459;0;46
755;2.733190686;4.304376625;4.74032098;0;60
410;2.787283264;3.53907635;3.952212244;0;42
694;2.008939743;5.544757162;3.792843026;1;32
792;2.074739753;5.639971455;3.468992582;0;64
459;2.453377112;4.49334956;3.905272756;1;26
646;1.869416208;5.85080382;3.304915659;0;60
696;2.390524637;4.184306368;5.075362673;0;53
103;3.078753476;3.475262925;2.698550423;0;21
292;2.342369231;3.871228746;4.00707265;1;61
391;2.459029019;4.184340993;3.865425909;0;54
711;2.255712025;4.931611911;4.077872785;1;42
358;2.605866987;3.224340075;4.925069847;0;22
552;2.355859222;4.803305001;3.477220056;1;26
706;1.969005765;6.479274191;3.023110237;0;40
145;3.030255324;2.89189382;3.236844623;1;44
548;2.497592532;3.84544547;3.754248806;0;61
709;2.069132828;5.032614007;3.654949937;0;43
590;2.903661971;3.937408969;3.72169442;0;21
553;2.362519813;3.83405531;3.819760339;1;57
112;3.84415257;3.360991782;2.71610071;1;39
566;2.807456442;3.857860878;4.039336841;1;16
543;2.56742488;3.819267492;3.935840119;0;22
43;3.027420389;3.30602504;2.723193385;0;55
467;2.686081053;3.59290649;4.169742585;1;42
626;2.081022414;4.532503267;4.414771819;1;18
326;2.751386228;3.468465659;4.207376238;1;27
650;2.617799505;4.215295444;4.950203025;1;26
220;2.497994648;4.573732751;3.262910729;1;30
129;3.074167487;3.334789106;3.212933889;0;23
396;2.503628179;3.191780162;4.419049527;0;18
568;2.433462063;3.045074573;5.146353775;1;43
190;3.10531805;2.712251807;4.142999254;1;46
166;2.874866072;3.396664956;2.949592195;0;51
47;3.271123152;3.215726679;3.409648902;0;23
276;2.187114285;5.185144488;2.901568521;0;54
328;2.860895346;4.150417685;2.84464852;1;29
575;2.36362897;4.107818592;3.560252415;0;20
607;2.191234692;4.06001046;4.830473165;0;31
110;3.015882058;4.121780465;2.516962142;0;58
789;1.99855555;4.520156483;4.46945178;0;33
794;2.229577246;4.530840685;4.316909508;0;25
511;2.815990528;4.378148525;3.659633154;1;24
574;2.463065112;4.311614962;3.640422181;0;39
49;3.360162286;2.891804288;3.542380118;1;20
180;2.932016141;2.944324082;3.856351108;0;65
523;2.289731539;3.619199823;4.247884672;0;26
530;2.349934275;4.216021839;3.229470947;0;25
258;2.683562707;3.744374643;3.629615489;0;16
418;2.897397716;4.464560115;3.464464164;0;55
318;2.747941589;3.371708719;4.079453761;0;65
22;3.084759062;3.459140633;3.212398811;0;46
286;2.798330436;4.598189254;3.513176976;0;15
365;2.544833671;3.815602763;3.793504514;1;33
558;2.307078198;4.322244465;3.400304695;0;15
517;2.978575753;3.320216865;4.374561038;0;57
